UsageData 2026-05-06,,,,,,,,,
,,,,,,,,,
ApplicationName,Functionality,cadTool,ProductLine,Status,Region,StartDate,StopDate,isProd,isVDI
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,1/31/2025,1/31/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
POINT CHART,XYZ TABLE,NX,SEALING,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,SEALING,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,SEALING,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/6/2025,2/6/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,SEALING,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/7/2025,2/7/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,SEALING,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/8/2025,2/8/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/10/2025,2/10/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/11/2025,2/11/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,FALSE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
POINT CHART,TUBE,NX,SEALING,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,FLUIDS,Success,NA,2/12/2025,2/12/2025,TRUE,TRUE
POINT CHART,TUBE,NX,SEALING,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Failed,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Failed,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,NX,FLUIDS,Success,NA,2/13/2025,2/13/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,TRIM,CATIA,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,CATIA,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,STICK MODEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,STICK MODEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR,CATIA,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
DESIGN TOOLKIT,MOLD MARK,CATIA,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,TRIM,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,STICK MODEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,TUBE,NX,FLUIDS,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,XYZ TABLE,NX,Not Available,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,Not Available,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,DELETE,NX,Not Available,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,DELETE,NX,Not Available,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,SEALING,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,SEALING,Success,NA,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,STICK MODEL,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,STICK MODEL,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,TUBE,NX,FLUIDS,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,XYZ TABLE,NX,Not Available,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,Not Available,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,DELETE,NX,Not Available,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,DELETE,NX,Not Available,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,SEALING,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
NOTES UTILITY,2D TITLEBLOCK,NX,SEALING,Success,EU,2/14/2025,2/14/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,SEALING,Success,NA,2/15/2025,2/15/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/17/2025,2/17/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/17/2025,2/17/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/17/2025,2/17/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/17/2025,2/17/2025,FALSE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/17/2025,2/17/2025,FALSE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR SPLICE JOINT,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR STUFFER PLUG,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR PAINT DOT,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR END MOLD,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,NA,2/20/2025,2/20/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR PAINT DOT,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR END MOLD,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR SPLICE JOINT,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,CATIA,FLUIDS,Success,EU,2/21/2025,2/21/2025,FALSE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,EU,2/21/2025,2/21/2025,FALSE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,EU,2/21/2025,2/21/2025,FALSE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,EU,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR END MOLD,CATIA,SEALING,Success,EU,2/21/2025,2/21/2025,TRUE,TRUE
DESIGN TOOLKIT,SEAL CREATOR EXTRUSION,CATIA,SEALING,Success,EU,2/21/2025,2/21/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,STICK MODEL,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,INNER VOLUME SURFACE,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,INNER VOLUME BODY,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,TRIM,CATIA,FLUIDS,Failed,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,TRIM,CATIA,FLUIDS,Failed,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,TRIM,CATIA,FLUIDS,Failed,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,TRIM,CATIA,FLUIDS,Failed,NA,2/22/2025,2/22/2025,TRUE,TRUE
SMART CVT,EXPORT EXCEL,CATIA,FLUIDS,Success,NA,2/22/2025,2/22/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/25/2025,2/25/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/25/2025,2/25/2025,TRUE,TRUE
POINT CHART,DELETE,CATIA,FLUIDS,Success,NA,2/25/2025,2/25/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/25/2025,2/25/2025,TRUE,TRUE
POINT CHART,DELETE,CATIA,FLUIDS,Success,NA,2/25/2025,2/25/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/25/2025,2/26/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,2/26/2025,2/26/2025,TRUE,TRUE
POINT CHART,DELETE,CATIA,FLUIDS,Success,NA,2/26/2025,2/26/2025,TRUE,TRUE
POINT CHART,DELETE,CATIA,FLUIDS,Success,NA,2/26/2025,2/26/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/28/2025,2/28/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,NA,2/28/2025,2/28/2025,TRUE,TRUE
SMART CVT,STICK MODEL,CATIA,FLUIDS,Success,NA,2/28/2025,2/28/2025,TRUE,TRUE
SMART CVT,FORMED MODEL,CATIA,FLUIDS,Success,EU,2/28/2025,2/28/2025,TRUE,TRUE
SMART CVT,STICK MODEL,CATIA,FLUIDS,Success,EU,2/28/2025,2/28/2025,TRUE,TRUE
POINT CHART,TUBE,CATIA,FLUIDS,Success,NA,3/4/2025,3/4/2025,TRUE,TRUE
POINT CHART,TUBE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,XYZ TABLE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,XYZ NOTES,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,DELETE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,DELETE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,TUBE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,TUBE,NX,FLUIDS,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
POINT CHART,TUBE,NX,SEALING,Success,NA,3/6/2025,3/6/2025,TRUE,TRUE
BBB,EXECUTION,NX,SEALING,Success,NA,3/7/2025,3/7/2025,FALSE,FALSE
BBB,EXECUTION,NX,SEALING,Success,NA,3/7/2025,3/7/2025,FALSE,FALSE
